idCard;Amount_of_money;Account_number;Corr_account;BIK;idClient;idBank
3962;681644;2455858229892850;2386505411932180;411932180;1962;972
3963;99702;5204449293035090;7718186367944110;367944110;1963;973
3964;834481;9509707307662760;3422528750960780;750960780;1964;974
3965;350787;2788151383177910;1605013132335450;132335450;1965;975
3966;577440;2154969688735370;7999898364559910;364559910;1966;976
3967;758262;8364181918401170;9569907496915690;496915690;1967;977
3968;70961;9408131360960540;3690534508232840;508232840;1968;978
3969;254870;6245851685403710;6805027612754930;612754930;1969;979
3970;274616;7183634079033640;7486470229278970;229278970;1970;980
3971;688461;6159255164798530;4180289494704280;494704280;1971;981
3972;465176;9150128039704920;3584888120475740;120475740;1972;982
3973;767782;6964670186023640;7872265483650520;483650520;1973;983
3974;899211;4202873286325890;4648788374881350;374881350;1974;984
3975;574689;5201202319991330;6940741899523780;899523780;1975;985
3976;776464;3341934181256460;3105518382537840;382537840;1976;986
3977;174008;5736636108921370;8508682100776570;100776570;1977;987
3978;910268;8401311068438780;1823153470823000;470823000;1978;988
3979;102308;3485461347378450;8054621241800950;241800950;1979;989
3980;761232;1635216523597150;4475080257388100;257388100;1980;990
3981;766823;4329645060319540;6638133962522570;962522570;1981;991
3982;740466;8198991561064960;6675916715817340;715817340;1982;992
3983;35785;9693513958927300;3857507919641490;919641490;1983;993
3984;938585;8827398047622470;2079218579904590;579904590;1984;994
3985;551414;4002674094394150;1346208910592420;910592420;1985;995
3986;686742;5758242154419480;1697119098618500;098618500;1986;996
3987;546811;8166221395877850;5086508042482340;042482340;1987;997
3988;605947;1936389398699530;5921098975971590;975971590;1988;998
3989;198008;3357541778352980;6746187505737220;505737220;1989;999
3990;50914;2859743652917840;1497319970465080;970465080;1990;1000
