idClient;Full_name;Place_of_residence;Place_of_work;Date_of_Birth
1509;Владислав Кузьмин;Севастополь, Уральская ул., д.15;Кызыл, Березовая ул., д.96;1997-10-14
1510;Ярослав Ким;Нефтекамск, Ключевая ул., д.70;Сургут, Пионерская ул., д.38;1998-08-30
1511;Богдан Литвинов;Пятигорск, Титова ул., д.10;Липецк, Шоссейная ул., д.92;2000-09-12
1512;Артур Климов;Южно-Сахалинск, Комсомольская ул., д.1;Якутск, Колхозный пер., д.22;1999-02-21
1513;Егор Симонов;Петрозаводск, Пионерская ул., д.25;Норильск, Южный пер., д.34;2000-06-18
1514;Даниил Власов;Благовещенск, Солнечный пер., д.79;Пятигорск, Пролетарская ул., д.47;1997-08-10
1515;Сергей Миронов;Ессентуки, Свердлова ул., д.14;Улан-Удэ, Первомайская ул., д.5;1996-08-27
1516;Антон Крылов;Шахты, Новая ул., д.82;Елец, Спортивная ул., д.12;1991-08-21
1517;Арсений Калинин;Альметьевск, Гаражная ул., д.49;Чебоксары, Почтовый пер., д.16;1996-08-18
1518;Егор Левин;Пермь, Красноармейская ул., д.87;Ковров, перечень улиц России., д.9;1991-11-26
1519;Тимофей Симонов;Северодвинск, Комарова ул., д.60;Санкт-Петербург, Кирпичная ул., д.39;1991-02-24
1520;Алексей Рыбаков;Омск, Почтовая ул., д.9;Иваново, Белинского ул., д.27;1990-10-21
1521;Семен Калашников;Люберцы, Кольцевая ул., д.66;Майкоп, Степная ул., д.1;1998-12-14
1522;Антон Овчинников;Копейск, Зеленый пер., д.94;Новый Уренгой, Чернышевского ул., д.77;1999-03-25
1523;Макар Михайлов;Махачкала, Парковая ул., д.24;Димитровград, перечень улиц России., д.5;1995-01-16
1524;Артём Еремин;Рязань, Больничная ул., д.66;Октябрьский, Подгорная ул., д.18;1992-03-25
1525;Артур Леонов;Ангарск, Революционная ул., д.85;Челябинск, Нижняя ул., д.81;1991-02-06
1526;Захар Лукьянов;Муром, Механизаторов ул., д.27;Дзержинск, Дзержинского ул., д.41;1992-04-07
1527;Даниил Александров;Астрахань, Рабочий пер., д.39;Москва, Некрасова ул., д.91;2000-04-07
1528;Максим Назаров;Воронеж, Крупской ул., д.46;Рыбинск, Володарского ул., д.46;1993-04-27
1529;Иван Зуев;Уссурийск, Герцена ул., д.85;Новомосковск, Комсомольский пер., д.17;1995-04-19
1530;Олег Кузин;Северск, Степная ул., д.4;Самара, Герцена ул., д.27;1993-01-06
1531;Матвей Дементьев;Электросталь, Котовского ул., д.54;Северодвинск, Кирпичная ул., д.22;1993-09-24
1532;Илья Сафонов;Шахты, Матросова ул., д.66;Южно-Сахалинск, Родниковая ул., д.40;1995-07-12
1533;Елисей Логинов;Владикавказ, Береговая ул., д.83;Нижнекамск, Новый пер., д.84;1999-08-16
1534;Елисей Белов;Елец, Кольцевая ул., д.13;Волжский, 50 лет Победы ул., д.22;1993-12-09
1535;Руслан Сергеев;Владимир, Революционная ул., д.9;Казань, Красная ул., д.7;1996-01-01
1536;Илья Никулин;Орёл, Гайдара ул., д.24;Тюмень, Тельмана ул., д.86;1998-05-04
1537;Арсений Афанасьев;Серпухов, 50 лет Победы ул., д.28;Воронеж, Кирпичная ул., д.63;1998-01-19
1538;Андрей Бобров;Ставрополь, Нижняя ул., д.30;Улан-Удэ, Рабочий пер., д.19;1991-10-19
1539;Тимур Никифоров;Белгород, Восточная ул., д.44;Мурманск, Береговая ул., д.48;1992-09-22
1540;Богдан Денисов;Пятигорск, Горная ул., д.63;Невинномысск, Интернациональная ул., д.36;1996-01-06
1541;Вадим Ефремов;Череповец, Полевая ул., д.12;Мурманск, Новая ул., д.36;2000-04-02
1542;Павел Григорьев;Находка, Садовый пер., д.53;Новороссийск, Белинского ул., д.92;1991-04-12
1543;Данил Софронов;Владивосток, Титова ул., д.25;Якутск, Западная ул., д.50;2000-10-16
1544;Илья Соколов;Пятигорск, Целинная ул., д.80;Орёл, Студенческая ул., д.43;1999-01-21
1545;Константин Литвинов;Сочи, Тихая ул., д.21;Тверь, Дальняя ул., д.18;2000-02-19
1546;Кирилл Федотов;Владикавказ, Железнодорожная ул., д.60;Волгодонск, Тихий пер., д.98;2000-04-30
1547;Игорь Филатов;Ессентуки, Молодежная ул., д.3;Владимир, Ленина ул., д.60;1994-04-08
1548;Владислав Белов;Пермь, Октябрьский пер., д.39;Обнинск, Южный пер., д.26;1992-06-20
1549;Данил Дементьев;Шахты, Центральная ул., д.95;Люберцы, Восточная ул., д.17;1991-02-24
1550;Игорь Куликов;Батайск, Светлая ул., д.99;Невинномысск, Верхняя ул., д.94;1995-04-22
1551;Михаил Захаров;Березники, Станционная ул., д.87;Симферополь, Тихий пер., д.43;1998-01-20
1552;Сергей Демидов;Северодвинск, Клубная ул., д.29;Рязань, Луговая ул., д.51;1995-09-19
1553;Алексей Николаев;Белгород, Крылова ул., д.26;Орехово-Зуево, Дачная ул., д.6;1995-04-29
1554;Михаил Овчинников;Элиста, Ленинградская ул., д.96;Екатеринбург, Гоголя ул., д.89;1998-10-15
1555;Савелий Васильев;Краснодар, Цветочная ул., д.60;Ульяновск, Клубная ул., д.65;1997-04-30
1556;Глеб Грачев;Владивосток, Комарова ул., д.29;Артем, Парковая ул., д.46;1993-06-21
1557;Игорь Филатов;Курск, Школьная ул., д.68;Мытищи, Северная ул., д.31;1996-01-29
1558;Глеб Петухов;Октябрьский, Почтовая ул., д.91;Артем, Нагорная ул., д.20;1995-03-24
1559;Павел Смирнов;Нижний Тагил, Шоссейная ул., д.94;Мытищи, Сибирская ул., д.17;1992-09-11
1560;Илья Филиппов;Норильск, Солнечная ул., д.12;Томск, Первомайская ул., д.33;1990-02-06
1561;Егор Маслов;Ростов-на-Дону, Матросова ул., д.87;Псков, Заречная ул., д.43;1994-10-01
1562;Савелий Климов;Киров, Нагорная ул., д.2;Смоленск, Энгельса ул., д.44;1992-04-09
1563;Игорь Устинов;Иваново, Маяковского ул., д.19;Домодедово, Чайковского ул., д.53;1992-02-14
1564;Игорь Михеев;Стерлитамак, Сиреневая ул., д.66;Октябрьский, Сосновая ул., д.94;2000-11-22
1565;Виктор Леонтьев;Омск, Маяковского ул., д.23;Черкесск, Российская ул., д.49;1992-11-29
1566;Даниил Тимофеев;Старый Оскол, Тихая ул., д.6;Ярославль, Социалистическая ул., д.65;1996-11-26
1567;Егор Ильин;Тольятти, Кутузова ул., д.88;Красногорск, Совхозная ул., д.60;1994-08-08
1568;Елисей Павлов;Новосибирск, Звездная ул., д.45;Ульяновск, Тимирязева ул., д.52;1991-01-19
1569;Олег Гусев;Великий Новгород, Солнечный пер., д.81;Красноярск, Мелиораторов ул., д.94;1999-05-28
1570;Руслан Леонтьев;Сочи, Уральская ул., д.55;Набережные Челны, Чкалова ул., д.86;1994-04-17
1571;Дмитрий Фролов;Электросталь, Станционная ул., д.97;Ярославль, Вишневая ул., д.48;1998-08-01
1572;Макар Борисов;Нефтекамск, Парковая ул., д.39;Череповец, Речная ул., д.84;1993-05-30
1573;Никита Мартынов;Нефтеюганск, Титова ул., д.57;Кострома, Карла Маркса ул., д.65;1996-02-21
1574;Дмитрий Казаков;Владикавказ, Пролетарская ул., д.10;Тюмень, Кооперативная ул., д.77;1995-05-22
1575;Константин Фадеев;Армавир, Фурманова ул., д.5;Евпатория, Шевченко ул., д.69;1991-02-22
1576;Сергей Ким;Махачкала, Первомайская ул., д.74;Копейск, Набережная ул., д.59;1997-12-11
1577;Богдан Смирнов;Евпатория, Садовый пер., д.68;Сургут, Пролетарская ул., д.20;1994-08-24
1578;Данил Ефимов;Пушкино, Пионерский пер., д.99;Белгород, КМаркса ул., д.73;1999-04-19
1579;Дмитрий Зуев;Новороссийск, Суворова ул., д.88;Ноябрьск, Профсоюзная ул., д.57;1994-11-24
1580;Егор Беляков;Элиста, Коммунистическая ул., д.37;Щёлково, Дачная ул., д.94;1997-12-26
1581;Семен Терентьев;Калуга, Победы ул., д.29;Абакан, Звездная ул., д.42;1996-05-11
1582;Иван Литвинов;Рязань, Свердлова ул., д.11;Новороссийск, лет Октября ул., д.3;1991-05-23
1583;Марк Федоров;Краснодар, Труда ул., д.27;Курск, Целинная ул., д.98;1996-09-06
1584;Глеб Муравьев;Волгоград, Садовая ул., д.20;Нефтекамск, Овражная ул., д.45;1995-03-20
1585;Вячеслав Ушаков;Ижевск, Российская ул., д.40;Тольятти, Береговая ул., д.23;1999-09-06
1586;Марк Медведев;Димитровград, Восточная ул., д.93;Нижний Новгород, Магистральная ул., д.32;1999-02-23
1587;Денис Галкин;Грозный, Речной пер., д.3;Нефтеюганск, Орджоникидзе ул., д.19;1999-12-21
1588;Евгений Васильев;Кемерово, Островского ул., д.98;Шахты, Заводская ул., д.15;1996-05-22
1589;Евгений Потапов;Артем, Матросова ул., д.4;Ульяновск, Транспортная ул., д.62;1998-10-08
1590;Артём Платонов;Нальчик, Западная ул., д.3;Новокузнецк, Гражданская ул., д.41;1996-10-16
1591;Глеб Тихомиров;Калининград, Линейная ул., д.33;Махачкала, Крупской ул., д.9;1992-01-21
1592;Виталий Семенов;Елец, Новоселов ул., д.28;Элиста, Звездная ул., д.89;1990-11-02
1593;Евгений Цветков;Махачкала, Подгорная ул., д.71;Энгельс, Заводская ул., д.3;1996-02-01
1594;Николай Галкин;Белгород, Пушкина ул., д.56;Камышин, Студенческая ул., д.20;1999-08-17
1595;Александр Попов;Нижневартовск, Сосновая ул., д.23;Королёв, Энтузиастов ул., д.56;1990-12-15
1596;Вячеслав Богомолов;Грозный, Северный пер., д.67;Ставрополь, Мелиораторов ул., д.1;1996-09-06
1597;Степан Миронов;Жуковский, Лесная ул., д.4;Щёлково, Мичурина ул., д.80;1995-09-09
1598;Вадим Ким;Саратов, Северная ул., д.21;Астрахань, Крестьянская ул., д.93;1996-02-27
1599;Савелий Власов;Нальчик, Гагарина ул., д.46;Махачкала, Южная ул., д.20;1996-02-03
1600;Тимофей Петров;Бийск, Шевченко ул., д.24;Киров, Кубанская ул., д.11;1999-10-31
1601;Марк Алексеев;Октябрьский, Гаражная ул., д.70;Старый Оскол, Пугачева ул., д.7;1999-04-16
1602;Артур Борисов;Великий Новгород, Озерная ул., д.24;Ногинск, Березовая ул., д.70;1992-12-11
1603;Тимофей Федоров;Элиста, Профсоюзная ул., д.50;Миасс, Мелиораторов ул., д.22;1996-09-21
1604;Михаил Захаров;Ярославль, Комарова ул., д.34;Ачинск, Степная ул., д.22;1994-09-20
1605;Илья Петухов;Муром, Овражная ул., д.60;Ростов-на-Дону, Западная ул., д.70;1994-01-15
1606;Руслан Леонтьев;Петропавловск-Камчатский, Энергетиков ул., д.88;Хасавюрт, Нижняя ул., д.14;1996-03-19
1607;Ярослав Антонов;Златоуст, Энгельса ул., д.84;Томск, Широкая ул., д.60;1994-02-06
1608;Богдан Потапов;Октябрьский, лет Октября ул., д.57;Оренбург, Пионерская ул., д.17;1994-10-10
1609;Матвей Акимов;Пенза, Больничная ул., д.28;Саранск, Пионерский пер., д.72;1998-01-30
1610;Алексей Архипов;Курган, Орджоникидзе ул., д.94;Альметьевск, Народная ул., д.43;1996-03-23
1611;Алексей Никулин;Старый Оскол, Шоссейная ул., д.56;Евпатория, Свободы ул., д.56;1993-05-24
1612;Павел Громов;Салават, Октябрьская ул., д.96;Артем, Транспортная ул., д.13;1990-08-30
1613;Захар Козлов;Бийск, Горная ул., д.60;Череповец, Володарского ул., д.75;1998-11-07
1614;Илья Карпов;Обнинск, Труда ул., д.67;Ростов-на-Дону, Октябрьская ул., д.55;1998-05-13
1615;Ярослав Левин;Орёл, Верхняя ул., д.12;Челябинск, Свердлова ул., д.15;1998-05-16
1616;Алексей Родионов;Кострома, Партизанская ул., д.54;Нефтекамск, Садовая ул., д.54;1999-04-10
1617;Тимур Сергеев;Каспийск, Полевая ул., д.68;Томск, Западный пер., д.87;1993-02-11
1618;Лев Устинов;Старый Оскол, Энергетиков ул., д.82;Октябрьский, Мирная ул., д.74;1991-01-09
1619;Александр Николаев;Калининград, Чайковского ул., д.36;Альметьевск, Ломоносова ул., д.27;1997-10-25
1620;Игорь Мельников;Коломна, Набережная ул., д.98;Электросталь, Матросова ул., д.20;1994-06-16
1621;Макар Евдокимов;Нижний Новгород, Кубанская ул., д.2;Невинномысск, Тельмана ул., д.61;1996-10-09
1622;Николай Прокофьев;Нижнекамск, Трактовая ул., д.10;Новочеркасск, Западная ул., д.24;1993-03-08
1623;Илья Комаров;Мытищи, Колхозная ул., д.87;Тольятти, Кооперативная ул., д.76;1998-09-10
1624;Николай Макаров;Екатеринбург, Горная ул., д.68;Ковров, Рабочая ул., д.60;1994-07-01
1625;Степан Лавров;Щёлково, Кутузова ул., д.96;Владимир, Пролетарская ул., д.32;1991-05-26
1626;Николай Кондратьев;Владикавказ, Западная ул., д.65;Люберцы, Тихий пер., д.27;1994-10-21
1627;Кирилл Богданов;Улан-Удэ, Тихая ул., д.51;Мытищи, Заводской пер., д.89;1996-01-28
1628;Елисей Ершов;Евпатория, Молодежная ул., д.90;Арзамас, Цветочная ул., д.56;1998-05-11
1629;Степан Маслов;Калуга, Некрасова ул., д.38;Балаково, Песчаная ул., д.62;1994-07-19
1630;Илья Давыдов;Смоленск, Тургенева ул., д.6;Арзамас, Почтовый пер., д.27;1998-11-30
1631;Александр Ершов;Самара, Степная ул., д.16;Уссурийск, Луговая ул., д.96;2000-10-25
1632;Лев Иванов;Сергиев Посад, Станционная ул., д.31;Уфа, Школьная ул., д.8;1990-08-29
1633;Евгений Медведев;Псков, Северная ул., д.53;Пермь, Уральская ул., д.32;2000-10-18
1634;Матвей Лебедев;Чебоксары, Станционная ул., д.33;Петропавловск-Камчатский, Коммунистическая ул., д.40;2000-06-20
1635;Вячеслав Быков;Чита, Речной пер., д.84;Каспийск, Дзержинского ул., д.29;1992-12-25
1636;Сергей Гришин;Тверь, Ломоносова ул., д.70;Нефтеюганск, Механизаторов ул., д.45;1993-05-30
1637;Юрий Ефимов;Новосибирск, Ворошилова ул., д.30;Волжский, Больничная ул., д.34;1991-07-18
1638;Алексей Дементьев;Волгоград, Шоссейная ул., д.35;Каспийск, Партизанская ул., д.24;2000-12-22
1639;Алексей Казаков;Северск, Чайковского ул., д.97;Стерлитамак, Маяковского ул., д.33;1999-01-01
1640;Константин Балашов;Нефтеюганск, Колхозный пер., д.98;Новороссийск, Мирная ул., д.62;1999-07-05
1641;Илья Молчанов;Ессентуки, Почтовая ул., д.59;Казань, Чернышевского ул., д.11;1991-07-18
1642;Степан Романов;Новошахтинск, Чернышевского ул., д.42;Ковров, Молодежная ул., д.80;1992-10-31
1643;Виталий Елисеев;Архангельск, Космонавтов ул., д.90;Кемерово, 50 лет Победы ул., д.14;1995-08-07
1644;Егор Наумов;Сызрань, Речная ул., д.40;Бийск, Энтузиастов ул., д.79;1996-12-15
1645;Евгений Журавлев;Благовещенск, Рабочий пер., д.98;Елец, Некрасова ул., д.3;1996-03-23
1646;Матвей Киселев;Северодвинск, Зеленый пер., д.16;Иркутск, Мичурина ул., д.75;1990-06-16
1647;Данил Осипов;Ижевск, Фабричная ул., д.76;Воронеж, Лермонтова ул., д.3;1992-06-21
1648;Данил Юдин;Новочеркасск, Речная ул., д.3;Новошахтинск, Сосновая ул., д.27;1995-11-09
1649;Михаил Родионов;Таганрог, Речная ул., д.69;Рыбинск, Кубанская ул., д.33;2000-09-20
1650;Владимир Дроздов;Тверь, Социалистическая ул., д.61;Братск, Заводской пер., д.89;1998-02-17
1651;Мирон Митрофанов;Волгодонск, Фрунзе ул., д.44;Новочеркасск, Фрунзе ул., д.47;1996-09-14
1652;Илья Воронов;Белгород, Терешковой ул., д.51;Пятигорск, Строительная ул., д.60;1992-02-21
1653;Илья Сафонов;Нефтекамск, Энтузиастов ул., д.71;Ковров, Луначарского ул., д.12;1998-09-04
1654;Игорь Галкин;Люберцы, Новый пер., д.57;Щёлково, Крестьянская ул., д.92;1991-08-15
1655;Матвей Фролов;Новошахтинск, Мелиораторов ул., д.93;Кисловодск, Пушкина ул., д.31;1990-12-12
1656;Марк Тихомиров;Щёлково, Школьный пер., д.5;Липецк, Чернышевского ул., д.92;2000-01-19
1657;Степан Данилов;Домодедово, Фрунзе ул., д.23;Нальчик, Колхозная ул., д.63;1994-10-12
1658;Вячеслав Тихомиров;Керчь, Гагарина ул., д.25;Братск, Мелиораторов ул., д.37;1990-07-11
1659;Михаил Оспанов;Новомосковск, Лермонтова ул., д.87;Коломна, Тихий пер., д.13;1991-04-29
1660;Олег Гришин;Новороссийск, Ленинградская ул., д.59;Улан-Удэ, Титова ул., д.57;1999-05-24
1661;Андрей Родионов;Электросталь, Береговая ул., д.33;Чебоксары, Песчаная ул., д.79;1998-01-30
1662;Виталий Колесников;Москва, Северная ул., д.6;Елец, Московская ул., д.88;1990-05-25
1663;Игорь Евдокимов;Саранск, Луговая ул., д.34;Южно-Сахалинск, Набережная ул., д.97;1998-02-15
1664;Олег Давыдов;Липецк, Орджоникидзе ул., д.40;Якутск, Базарная ул., д.91;1995-06-29
1665;Евгений Терентьев;Химки, Тимирязева ул., д.88;Иваново, Заводской пер., д.7;1996-01-10
1666;Максим Балашов;Мытищи, Садовый пер., д.79;Екатеринбург, Совхозная ул., д.69;1996-08-04
1667;Елисей Грачев;Щёлково, Северный пер., д.86;Прокопьевск, Профсоюзная ул., д.28;1993-03-19
1668;Савелий Прокофьев;Волгодонск, Первомайская ул., д.69;Ижевск, Ленинская ул., д.51;1993-12-14
1669;Иван Алексеев;Нижнекамск, Крестьянская ул., д.76;Грозный, Шевченко ул., д.42;1997-03-30
1670;Илья Гришин;Орск, Комсомольский пер., д.96;Ачинск, Восточная ул., д.30;1994-11-21
1671;Иван Савельев;Элиста, Крылова ул., д.79;Уфа, Социалистическая ул., д.95;1995-03-13
1672;Антон Куликов;Ноябрьск, Фабричная ул., д.71;Балашиха, Березовая ул., д.44;2000-02-14
1673;Артур Калашников;Бердск, Садовый пер., д.21;Камышин, Школьный пер., д.68;2000-02-14
1674;Артур Калинин;Новочебоксарск, Фабричная ул., д.38;Сыктывкар, Космонавтов ул., д.56;1990-11-03
1675;Вадим Анисимов;Обнинск, Механизаторов ул., д.76;Шахты, Почтовый пер., д.92;1996-05-10
1676;Виктор Дроздов;Архангельск, Интернациональная ул., д.89;Дербент, Калинина ул., д.89;1999-05-07
1677;Матвей Калинин;Псков, Солнечная ул., д.53;Нижневартовск, Марта ул., д.6;1997-01-25
1678;Богдан Юдин;Ижевск, Пионерский пер., д.5;Иркутск, Фурманова ул., д.83;1996-11-17
1679;Максим Степанов;Евпатория, Родниковая ул., д.55;Рубцовск, Почтовый пер., д.70;1990-04-29
1680;Антон Хохлов;Электросталь, Заводской пер., д.38;Камышин, Энергетиков ул., д.9;1994-12-08
1681;Алексей Коротков;Миасс, Верхняя ул., д.5;Арзамас, Дружбы ул., д.95;1992-08-05
1682;Константин Гаврилов;Тверь, Новоселов ул., д.25;Жуковский, Фурманова ул., д.49;2000-03-11
1683;Руслан Скворцов;Копейск, Полевая ул., д.11;Ангарск, Станционная ул., д.40;1991-06-26
1684;Юрий Фомин;Калуга, Щорса ул., д.77;Назрань, Комсомольская ул., д.31;1993-11-27
1685;Марк Журавлев;Прокопьевск, Тургенева ул., д.22;Бердск, Есенина ул., д.98;1991-01-28
1686;Юрий Искаков;Старый Оскол, Карла Маркса ул., д.93;Ярославль, Ватутина ул., д.67;1999-04-26
1687;Артём Бирюков;Невинномысск, Социалистическая ул., д.84;Сыктывкар, Солнечная ул., д.79;1991-03-02
1688;Макар Платонов;Иваново, Чапаева ул., д.8;Уфа, Зеленая ул., д.34;1995-06-21
1689;Олег Сидоров;Ижевск, Садовый пер., д.10;Волгодонск, Ломоносова ул., д.31;1998-04-29
1690;Семен Терентьев;Новороссийск, Сибирская ул., д.31;Старый Оскол, Больничная ул., д.23;1999-07-02
1691;Иван Денисов;Ульяновск, Транспортная ул., д.17;Новошахтинск, Партизанская ул., д.85;1993-07-20
1692;Никита Коновалов;Стерлитамак, Кирова ул., д.94;Сочи, Родниковая ул., д.1;1993-04-03
1693;Сергей Панов;Курск, Октябрьский пер., д.98;Димитровград, Гражданская ул., д.17;1992-11-20
1694;Иван Искаков;Нефтекамск, 50 лет Победы ул., д.68;Рыбинск, Нагорная ул., д.99;1999-10-26
1695;Егор Савин;Краснодар, Кооперативная ул., д.33;Балашиха, Гаражная ул., д.35;1999-05-10
1696;Богдан Морозов;Балашиха, Садовый пер., д.21;Ноябрьск, Островского ул., д.9;1991-04-23
1697;Степан Маслов;Сыктывкар, Первомайский пер., д.37;Одинцово, Ленинская ул., д.64;1999-01-24
1698;Павел Плотников;Новомосковск, Нижняя ул., д.60;Новокузнецк, Лесная ул., д.28;1994-01-10
1699;Константин Белоусов;Дзержинск, Береговая ул., д.40;Армавир, Нагорная ул., д.78;1992-04-01
1700;Даниил Савин;Рубцовск, Тельмана ул., д.53;Ульяновск, Тихий пер., д.37;2000-10-23
1701;Максим Королев;Альметьевск, Пролетарская ул., д.8;Волжский, Береговая ул., д.78;1997-09-27
1702;Макар Куликов;Норильск, Заречная ул., д.20;Петрозаводск, Первомайская ул., д.54;1996-03-05
1703;Владимир Емельянов;Петрозаводск, Октябрьская ул., д.63;Стерлитамак, Тургенева ул., д.58;1994-01-08
1704;Матвей Захаров;Калининград, Гоголя ул., д.47;Калуга, Коммунистическая ул., д.8;1995-08-02
1705;Тимофей Фокин;Астрахань, Комарова ул., д.72;Шахты, Чайковского ул., д.80;1993-11-28
1706;Тимур Кондратьев;Киров, Новый пер., д.79;Дербент, Дачная ул., д.44;1991-12-19
1707;Степан Ушаков;Нижний Тагил, Рабочая ул., д.96;Красногорск, Суворова ул., д.49;1990-07-06
1708;Ярослав Семенов;Пенза, Фрунзе ул., д.66;Ачинск, Чапаева ул., д.41;1991-04-20
1709;Лев Козлов;Санкт-Петербург, Майская ул., д.33;Елец, лет Октября ул., д.71;1998-12-24
1710;Максим Никулин;Тюмень, Майская ул., д.78;Благовещенск, Толстого ул., д.3;1991-11-10
1711;Елисей Тимофеев;Грозный, Лермонтова ул., д.83;Севастополь, Песчаная ул., д.28;1992-04-08
1712;Илья Михайлов;Химки, Ключевая ул., д.33;Подольск, Северная ул., д.47;1995-06-24
1713;Тимур Елисеев;Тамбов, КМаркса ул., д.32;Жуковский, Чапаева ул., д.8;1993-10-28
1714;Тимофей Соболев;Одинцово, Энгельса ул., д.71;Красноярск, Декабристов ул., д.26;1998-12-06
1715;Артур Виноградов;Мытищи, Мелиораторов ул., д.22;Владивосток, Лесная ул., д.63;1998-12-29
1716;Константин Еремин;Владимир, Промышленная ул., д.99;Архангельск, Школьный пер., д.31;1993-03-24
1717;Кирилл Марков;Одинцово, Первомайский пер., д.62;Новочеркасск, Набережная ул., д.5;1993-07-25
1718;Виктор Алиев;Санкт-Петербург, Звездная ул., д.66;Иркутск, Майская ул., д.70;1990-07-01
1719;Андрей Калашников;Ачинск, Речной пер., д.95;Прокопьевск, Парковая ул., д.33;1999-09-08
1720;Семен Новиков;Тамбов, Крупской ул., д.49;Челябинск, Интернациональная ул., д.32;1990-09-19
1721;Марк Устинов;Комсомольск-на-Амуре, Вишневая ул., д.16;Вологда, Свободы ул., д.70;1994-02-17
1722;Константин Рябов;Назрань, Линейная ул., д.82;Альметьевск, Ватутина ул., д.55;1990-06-15
1723;Артур Михеев;Подольск, Партизанская ул., д.24;Пушкино, Лермонтова ул., д.66;1997-08-05
1724;Сергей Мальцев;Калуга, Лесная ул., д.19;Сургут, Труда ул., д.84;1995-05-31
1725;Елисей Орлов;Мурманск, Клубная ул., д.44;Ангарск, Сосновая ул., д.57;1998-07-21
1726;Константин Беляков;Подольск, Пионерский пер., д.41;Череповец, Крылова ул., д.82;1990-05-27
1727;Степан Воронов;Ковров, Мостовая ул., д.48;Омск, Широкая ул., д.16;1993-11-08
1728;Степан Галкин;Воронеж, Восточная ул., д.46;Владикавказ, Труда ул., д.5;1999-01-26
1729;Артур Ким;Вологда, Крылова ул., д.57;Уфа, Зеленая ул., д.40;1991-01-04
1730;Артур Кузнецов;Воронеж, Строителей ул., д.72;Красноярск, Мирная ул., д.89;1994-06-29
1731;Андрей Исмаилов;Благовещенск, Советская ул., д.30;Нефтеюганск, Интернациональная ул., д.40;1995-12-11
1732;Арсений Ким;Ачинск, Западная ул., д.43;Пермь, Тихая ул., д.98;1996-06-17
1733;Никита Исмаилов;Пушкино, Овражная ул., д.35;Улан-Удэ, Дружбы ул., д.26;1990-08-16
1734;Игорь Казаков;Хабаровск, Ключевая ул., д.52;Новочебоксарск, Первомайский пер., д.18;1990-01-20
1735;Семен Николаев;Назрань, Таежная ул., д.84;Димитровград, Некрасова ул., д.29;1995-10-30
1736;Николай Колесников;Находка, Фабричная ул., д.97;Саранск, Орджоникидзе ул., д.1;1995-11-10
1737;Никита Коновалов;Якутск, Вишневая ул., д.72;Шахты, Интернациональная ул., д.81;1998-01-01
1738;Егор Ахметов;Грозный, Дружбы ул., д.64;Хасавюрт, Пионерский пер., д.14;1997-12-05
1739;Роман Гончаров;Керчь, Солнечная ул., д.36;Красногорск, Пролетарская ул., д.45;1994-11-27
1740;Николай Жуков;Ковров, Трактовая ул., д.92;Рязань, Чапаева ул., д.31;1999-04-12
1741;Руслан Молчанов;Киров, Тимирязева ул., д.47;Бийск, Терешковой ул., д.82;1999-07-21
1742;Арсений Осипов;Сочи, Ленина ул., д.86;Первоуральск, Мирная ул., д.54;1993-08-08
1743;Константин Казаков;Оренбург, Солнечная ул., д.94;Ижевск, Студенческая ул., д.84;1998-08-27
1744;Тимур Савин;Самара, Береговая ул., д.57;Киров, Железнодорожная ул., д.88;1996-06-14
1745;Богдан Давыдов;Таганрог, Дзержинского ул., д.10;Санкт-Петербург, Дальняя ул., д.5;1996-07-04
1746;Роман Князев;Пушкино, Коммунистическая ул., д.97;Ноябрьск, Песочная ул., д.90;1996-01-21
1747;Илья Симонов;Иваново, Восточная ул., д.61;Саранск, Тельмана ул., д.77;1992-01-30
1748;Савелий Харитонов;Миасс, Ленина ул., д.39;Белгород, Ленина ул., д.54;1994-07-28
1749;Владислав Родионов;Волгодонск, Луначарского ул., д.3;Первоуральск, Заводской пер., д.16;1992-09-26
1750;Максим Бобров;Майкоп, Революционная ул., д.20;Тула, Терешковой ул., д.24;1994-05-17
1751;Тимофей Новиков;Октябрьский, Карла Маркса ул., д.60;Тамбов, Труда ул., д.99;1994-11-11
1752;Степан Филатов;Томск, Новая ул., д.3;Домодедово, 1-Мая ул., д.32;1995-10-06
1753;Богдан Моисеев;Красногорск, Победы ул., д.1;Иваново, Кольцевая ул., д.16;1996-04-14
1754;Иван Голубев;Махачкала, Западная ул., д.74;Новошахтинск, Вишневая ул., д.6;1998-02-07
1755;Виктор Никитин;Керчь, Озерная ул., д.92;Норильск, Механизаторов ул., д.16;1998-04-19
1756;Евгений Кондратьев;Волгодонск, Центральная ул., д.54;Мытищи, Шевченко ул., д.5;1999-05-02
1757;Виктор Комаров;Нижнекамск, Луначарского ул., д.80;Смоленск, Первомайский пер., д.85;1990-09-05
1758;Лев Леонов;Армавир, Вокзальная ул., д.70;Ковров, Советская ул., д.58;1991-05-14
1759;Андрей Исмаилов;Элиста, Линейная ул., д.14;Севастополь, Урицкого ул., д.50;1992-12-18
1760;Данил Медведев;Волгодонск, Колхозный пер., д.87;Нальчик, Больничный пер., д.29;1995-10-01
1761;Юрий Ершов;Челябинск, Калинина ул., д.10;Батайск, Труда ул., д.67;1996-12-14
1762;Роман Крюков;Альметьевск, Дальняя ул., д.12;Каменск - Уральский, Молодежная ул., д.25;1999-09-17
1763;Артур Платонов;Артем, Народная ул., д.39;Екатеринбург, Базарная ул., д.71;1999-02-17
